 0 0 1.4 0.2 0.16 0.44 1.36 0.36 0.12 1.48 0.68 0.16 1 1.2 0.6 1 0.32 0.68 0.44 0.36 1.44 0.48
 1 1.4 0 1.56 1.52 1.24 1.52 1.12 1.28 1.08 0.96 1.24 0.36 1.2 0.84 1.6 1.6 1.72 1.84 1.76 0.96 1.52
 2 0.2 1.56 0 0.2 0.48 1.32 0.48 0.32 1.52 0.88 0.36 1.2 1.24 0.72 0.92 0.16 0.56 0.32 0.24 1.52 0.56
 3 0.16 1.52 0.2 0 0.6 1.48 0.52 0.24 1.64 0.72 0.28 1.16 1.36 0.76 1.12 0.36 0.76 0.32 0.24 1.6 0.36
 4 0.44 1.24 0.48 0.6 0 0.88 0.2 0.48 1.04 0.88 0.4 0.88 0.76 0.44 0.6 0.44 0.48 0.8 0.72 1.04 0.92
 5 1.36 1.52 1.32 1.48 0.88 0 1.08 1.36 0.6 1.68 1.32 1.36 0.32 1.12 0.48 1.2 0.92 1.64 1.56 0.68 1.8
 6 0.36 1.12 0.48 0.52 0.2 1.08 0 0.32 1.12 0.64 0.24 0.76 0.88 0.28 0.8 0.48 0.68 0.76 0.68 1.12 0.76
 7 0.12 1.28 0.32 0.24 0.48 1.36 0.32 0 1.44 0.52 0.08 0.88 1.2 0.48 1.04 0.48 0.8 0.56 0.48 1.4 0.44
 8 1.48 1.08 1.52 1.64 1.04 0.6 1.12 1.44 0 1.52 1.4 1.04 0.36 1 0.96 1.48 1.32 1.88 1.76 0.12 1.88
 9 0.68 0.96 0.88 0.72 0.88 1.68 0.64 0.52 1.52 0 0.56 0.64 1.4 0.56 1.48 1 1.28 1.04 0.96 1.44 0.6
 10 0.16 1.24 0.36 0.28 0.4 1.32 0.24 0.08 1.4 0.56 0 0.84 1.12 0.44 1 0.44 0.76 0.6 0.52 1.32 0.52
 11 1 0.36 1.2 1.16 0.88 1.36 0.76 0.88 1.04 0.64 0.84 0 1.04 0.48 1.36 1.24 1.4 1.48 1.36 0.96 1.2
 12 1.2 1.2 1.24 1.36 0.76 0.32 0.88 1.2 0.36 1.4 1.12 1.04 0 0.84 0.56 1.16 0.96 1.56 1.48 0.44 1.64
 13 0.6 0.84 0.72 0.76 0.44 1.12 0.28 0.48 1 0.56 0.44 0.48 0.84 0 0.96 0.8 0.92 1.04 0.96 0.96 0.88
 14 1 1.6 0.92 1.12 0.6 0.48 0.8 1.04 0.96 1.48 1 1.36 0.56 0.96 0 0.8 0.44 1.2 1.12 1 1.48
 15 0.32 1.6 0.16 0.36 0.44 1.2 0.48 0.48 1.48 1 0.44 1.24 1.16 0.8 0.8 0 0.4 0.4 0.32 1.48 0.72
 16 0.68 1.72 0.56 0.76 0.48 0.92 0.68 0.8 1.32 1.28 0.76 1.4 0.96 0.92 0.44 0.4 0 0.76 0.72 1.32 1.12
 17 0.44 1.84 0.32 0.32 0.8 1.64 0.76 0.56 1.88 1.04 0.6 1.48 1.56 1.04 1.2 0.4 0.76 0 0.08 1.84 0.52
 18 0.36 1.76 0.24 0.24 0.72 1.56 0.68 0.48 1.76 0.96 0.52 1.36 1.48 0.96 1.12 0.32 0.72 0.08 0 1.76 0.52
 19 1.44 0.96 1.52 1.6 1.04 0.68 1.12 1.4 0.12 1.44 1.32 0.96 0.44 0.96 1 1.48 1.32 1.84 1.76 0 1.84
 20 0.48 1.52 0.56 0.36 0.92 1.8 0.76 0.44 1.88 0.6 0.52 1.2 1.64 0.88 1.48 0.72 1.12 0.52 0.52 1.84 0
 [*,*,2]: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 :=
 0 0 0.875 0.125 0.1 0.275 0.85 0.225 0.075 0.925 0.425 0.1 0.625 0.75 0.375 0.625 0.2 0.425 0.275 0.225 0.9 0.3
 1 0.875 0 0.975 0.95 0.775 0.95 0.7 0.8 0.675 0.6 0.775 0.225 0.75 0.525 1 1 1.075 1.15 1.1 0.6 0.95
 2 0.125 0.975 0 0.125 0.3 0.825 0.3 0.2 0.95 0.55 0.225 0.75 0.775 0.45 0.575 0.1 0.35 0.2 0.15 0.95 0.35
 3 0.1 0.95 0.125 0 0.375 0.925 0.325 0.15 1.025 0.45 0.175 0.725 0.85 0.475 0.7 0.225 0.475 0.2 0.15 1 0.225
 4 0.275 0.775 0.3 0.375 0 0.55 0.125 0.3 0.65 0.55 0.25 0.55 0.475 0.275 0.375 0.275 0.3 0.5 0.45 0.65 0.575
 5 0.85 0.95 0.825 0.925 0.55 0 0.675 0.85 0.375 1.05 0.825 0.85 0.2 0.7 0.3 0.75 0.575 1.025 0.975 0.425 1.125
 6 0.225 0.7 0.3 0.325 0.125 0.675 0 0.2 0.7 0.4 0.15 0.475 0.55 0.175 0.5 0.3 0.425 0.475 0.425 0.7 0.475
 7 0.075 0.8 0.2 0.15 0.3 0.85 0.2 0 0.9 0.325 0.05 0.55 0.75 0.3 0.65 0.3 0.5 0.35 0.3 0.875 0.275
 8 0.925 0.675 0.95 1.025 0.65 0.375 0.7 0.9 0 0.95 0.875 0.65 0.225 0.625 0.6 0.925 0.825 1.175 1.1 0.075 1.175
 9 0.425 0.6 0.55 0.45 0.55 1.05 0.4 0.325 0.95 0 0.35 0.4 0.875 0.35 0.925 0.625 0.8 0.65 0.6 0.9 0.375
 10 0.1 0.775 0.225 0.175 0.25 0.825 0.15 0.05 0.875 0.35 0 0.525 0.7 0.275 0.625 0.275 0.475 0.375 0.325 0.825 0.325
 11 0.625 0.225 0.75 0.725 0.55 0.85 0.475 0.55 0.65 0.4 0.525 0 0.65 0.3 0.85 0.775 0.875 0.925 0.85 0.6 0.75
 12 0.75 0.75 0.775 0.85 0.475 0.2 0.55 0.75 0.225 0.875 0.7 0.65 0 0.525 0.35 0.725 0.6 0.975 0.925 0.275 1.025
 13 0.375 0.525 0.45 0.475 0.275 0.7 0.175 0.3 0.625 0.35 0.275 0.3 0.525 0 0.6 0.5 0.575 0.65 0.6 0.6 0.55
 14 0.625 1 0.575 0.7 0.375 0.3 0.5 0.65 0.6 0.925 0.625 0.85 0.35 0.6 0 0.5 0.275 0.75 0.7 0.625 0.925
 15 0.2 1 0.1 0.225 0.275 0.75 0.3 0.3 0.925 0.625 0.275 0.775 0.725 0.5 0.5 0 0.25 0.25 0.2 0.925 0.45
 16 0.425 1.075 0.35 0.475 0.3 0.575 0.425 0.5 0.825 0.8 0.475 0.875 0.6 0.575 0.275 0.25 0 0.475 0.45 0.825 0.7
 17 0.275 1.15 0.2 0.2 0.5 1.025 0.475 0.35 1.175 0.65 0.375 0.925 0.975 0.65 0.75 0.25 0.475 0 0.05 1.15 0.325
 18 0.225 1.1 0.15 0.15 0.45 0.975 0.425 0.3 1.1 0.6 0.325 0.85 0.925 0.6 0.7 0.2 0.45 0.05 0 1.1 0.325
 19 0.9 0.6 0.95 1 0.65 0.425 0.7 0.875 0.075 0.9 0.825 0.6 0.275 0.6 0.625 0.925 0.825 1.15 1.1 0 1.15
 20 0.3 0.95 0.35 0.225 0.575 1.125 0.475 0.275 1.175 0.375 0.325 0.75 1.025 0.55 0.925 0.45 0.7 0.325 0.325 1.15 0
 [*,*,3]: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 :=
 0 0 0.7 0.1 0.08 0.22 0.68 0.18 0.06 0.74 0.34 0.08 0.5 0.6 0.3 0.5 0.16 0.34 0.22 0.18 0.72 0.24
 1 0.7 0 0.78 0.76 0.62 0.76 0.56 0.64 0.54 0.48 0.62 0.18 0.6 0.42 0.8 0.8 0.86 0.92 0.88 0.48 0.76
 2 0.1 0.78 0 0.1 0.24 0.66 0.24 0.16 0.76 0.44 0.18 0.6 0.62 0.36 0.46 0.08 0.28 0.16 0.12 0.76 0.28
 3 0.08 0.76 0.1 0 0.3 0.74 0.26 0.12 0.82 0.36 0.14 0.58 0.68 0.38 0.56 0.18 0.38 0.16 0.12 0.8 0.18
 4 0.22 0.62 0.24 0.3 0 0.44 0.1 0.24 0.52 0.44 0.2 0.44 0.38 0.22 0.3 0.22 0.24 0.4 0.36 0.52 0.46
 5 0.68 0.76 0.66 0.74 0.44 0 0.54 0.68 0.3 0.84 0.66 0.68 0.16 0.56 0.24 0.6 0.46 0.82 0.78 0.34 0.9
 6 0.18 0.56 0.24 0.26 0.1 0.54 0 0.16 0.56 0.32 0.12 0.38 0.44 0.14 0.4 0.24 0.34 0.38 0.34 0.56 0.38
 7 0.06 0.64 0.16 0.12 0.24 0.68 0.16 0 0.72 0.26 0.04 0.44 0.6 0.24 0.52 0.24 0.4 0.28 0.24 0.7 0.22
 8 0.74 0.54 0.76 0.82 0.52 0.3 0.56 0.72 0 0.76 0.7 0.52 0.18 0.5 0.48 0.74 0.66 0.94 0.88 0.06 0.94
 9 0.34 0.48 0.44 0.36 0.44 0.84 0.32 0.26 0.76 0 0.28 0.32 0.7 0.28 0.74 0.5 0.64 0.52 0.48 0.72 0.3
 10 0.08 0.62 0.18 0.14 0.2 0.66 0.12 0.04 0.7 0.28 0 0.42 0.56 0.22 0.5 0.22 0.38 0.3 0.26 0.66 0.26
 11 0.5 0.18 0.6 0.58 0.44 0.68 0.38 0.44 0.52 0.32 0.42 0 0.52 0.24 0.68 0.62 0.7 0.74 0.68 0.48 0.6
 12 0.6 0.6 0.62 0.68 0.38 0.16 0.44 0.6 0.18 0.7 0.56 0.52 0 0.42 0.28 0.58 0.48 0.78 0.74 0.22 0.82
 13 0.3 0.42 0.36 0.38 0.22 0.56 0.14 0.24 0.5 0.28 0.22 0.24 0.42 0 0.48 0.4 0.46 0.52 0.48 0.48 0.44
 14 0.5 0.8 0.46 0.56 0.3 0.24 0.4 0.52 0.48 0.74 0.5 0.68 0.28 0.48 0 0.4 0.22 0.6 0.56 0.5 0.74
 15 0.16 0.8 0.08 0.18 0.22 0.6 0.24 0.24 0.74 0.5 0.22 0.62 0.58 0.4 0.4 0 0.2 0.2 0.16 0.74 0.36
 16 0.34 0.86 0.28 0.38 0.24 0.46 0.34 0.4 0.66 0.64 0.38 0.7 0.48 0.46 0.22 0.2 0 0.38 0.36 0.66 0.56
 17 0.22 0.92 0.16 0.16 0.4 0.82 0.38 0.28 0.94 0.52 0.3 0.74 0.78 0.52 0.6 0.2 0.38 0 0.04 0.92 0.26
 18 0.18 0.88 0.12 0.12 0.36 0.78 0.34 0.24 0.88 0.48 0.26 0.68 0.74 0.48 0.56 0.16 0.36 0.04 0 0.88 0.26
 19 0.72 0.48 0.76 0.8 0.52 0.34 0.56 0.7 0.06 0.72 0.66 0.48 0.22 0.48 0.5 0.74 0.66 0.92 0.88 0 0.92
 20 0.24 0.76 0.28 0.18 0.46 0.9 0.38 0.22 0.94 0.3 0.26 0.6 0.82 0.44 0.74 0.36 0.56 0.26 0.26 0.92 0
 [*,*,4]: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 :=
 0 0 0.875 0.125 0.1 0.275 0.85 0.225 0.075 0.925 0.425 0.1 0.625 0.75 0.375 0.625 0.2 0.425 0.275 0.225 0.9 0.3
 1 0.875 0 0.975 0.95 0.775 0.95 0.7 0.8 0.675 0.6 0.775 0.225 0.75 0.525 1 1 1.075 1.15 1.1 0.6 0.95
 2 0.125 0.975 0 0.125 0.3 0.825 0.3 0.2 0.95 0.55 0.225 0.75 0.775 0.45 0.575 0.1 0.35 0.2 0.15 0.95 0.35
 3 0.1 0.95 0.125 0 0.375 0.925 0.325 0.15 1.025 0.45 0.175 0.725 0.85 0.475 0.7 0.225 0.475 0.2 0.15 1 0.225
 4 0.275 0.775 0.3 0.375 0 0.55 0.125 0.3 0.65 0.55 0.25 0.55 0.475 0.275 0.375 0.275 0.3 0.5 0.45 0.65 0.575
 5 0.85 0.95 0.825 0.925 0.55 0 0.675 0.85 0.375 1.05 0.825 0.85 0.2 0.7 0.3 0.75 0.575 1.025 0.975 0.425 1.125
 6 0.225 0.7 0.3 0.325 0.125 0.675 0 0.2 0.7 0.4 0.15 0.475 0.55 0.175 0.5 0.3 0.425 0.475 0.425 0.7 0.475
 7 0.075 0.8 0.2 0.15 0.3 0.85 0.2 0 0.9 0.325 0.05 0.55 0.75 0.3 0.65 0.3 0.5 0.35 0.3 0.875 0.275
 8 0.925 0.675 0.95 1.025 0.65 0.375 0.7 0.9 0 0.95 0.875 0.65 0.225 0.625 0.6 0.925 0.825 1.175 1.1 0.075 1.175
 9 0.425 0.6 0.55 0.45 0.55 1.05 0.4 0.325 0.95 0 0.35 0.4 0.875 0.35 0.925 0.625 0.8 0.65 0.6 0.9 0.375
 10 0.1 0.775 0.225 0.175 0.25 0.825 0.15 0.05 0.875 0.35 0 0.525 0.7 0.275 0.625 0.275 0.475 0.375 0.325 0.825 0.325
 11 0.625 0.225 0.75 0.725 0.55 0.85 0.475 0.55 0.65 0.4 0.525 0 0.65 0.3 0.85 0.775 0.875 0.925 0.85 0.6 0.75
 12 0.75 0.75 0.775 0.85 0.475 0.2 0.55 0.75 0.225 0.875 0.7 0.65 0 0.525 0.35 0.725 0.6 0.975 0.925 0.275 1.025
 13 0.375 0.525 0.45 0.475 0.275 0.7 0.175 0.3 0.625 0.35 0.275 0.3 0.525 0 0.6 0.5 0.575 0.65 0.6 0.6 0.55
 14 0.625 1 0.575 0.7 0.375 0.3 0.5 0.65 0.6 0.925 0.625 0.85 0.35 0.6 0 0.5 0.275 0.75 0.7 0.625 0.925
 15 0.2 1 0.1 0.225 0.275 0.75 0.3 0.3 0.925 0.625 0.275 0.775 0.725 0.5 0.5 0 0.25 0.25 0.2 0.925 0.45
 16 0.425 1.075 0.35 0.475 0.3 0.575 0.425 0.5 0.825 0.8 0.475 0.875 0.6 0.575 0.275 0.25 0 0.475 0.45 0.825 0.7
 17 0.275 1.15 0.2 0.2 0.5 1.025 0.475 0.35 1.175 0.65 0.375 0.925 0.975 0.65 0.75 0.25 0.475 0 0.05 1.15 0.325
 18 0.225 1.1 0.15 0.15 0.45 0.975 0.425 0.3 1.1 0.6 0.325 0.85 0.925 0.6 0.7 0.2 0.45 0.05 0 1.1 0.325
 19 0.9 0.6 0.95 1 0.65 0.425 0.7 0.875 0.075 0.9 0.825 0.6 0.275 0.6 0.625 0.925 0.825 1.15 1.1 0 1.15
 20 0.3 0.95 0.35 0.225 0.575 1.125 0.475 0.275 1.175 0.375 0.325 0.75 1.025 0.55 0.925 0.45 0.7 0.325 0.325 1.15 0
 [*,*,5]: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 :=
 0 0 1.1667 0.1667 0.1333 0.3667 1.1333 0.3 0.1 1.2333 0.5667 0.1333 0.8333 1 0.5 0.8333 0.2667 0.5667 0.3667 0.3 1.2 0.4
 1 1.1667 0 1.3 1.2667 1.0333 1.2667 0.9333 1.0667 0.9 0.8 1.0333 0.3 1 0.7 1.3333 1.3333 1.4333 1.5333 1.4667 0.8 1.2667
 2 0.1667 1.3 0 0.1667 0.4 1.1 0.4 0.2667 1.2667 0.7333 0.3 1 1.0333 0.6 0.7667 0.1333 0.4667 0.2667 0.2 1.2667 0.4667
 3 0.1333 1.2667 0.1667 0 0.5 1.2333 0.4333 0.2 1.3667 0.6 0.2333 0.9667 1.1333 0.6333 0.9333 0.3 0.6333 0.2667 0.2 1.3333 0.3
 4 0.3667 1.0333 0.4 0.5 0 0.7333 0.1667 0.4 0.8667 0.7333 0.3333 0.7333 0.6333 0.3667 0.5 0.3667 0.4 0.6667 0.6 0.8667 0.7667
 5 1.1333 1.2667 1.1 1.2333 0.7333 0 0.9 1.1333 0.5 1.4 1.1 1.1333 0.2667 0.9333 0.4 1 0.7667 1.3667 1.3 0.5667 1.5
 6 0.3 0.9333 0.4 0.4333 0.1667 0.9 0 0.2667 0.9333 0.5333 0.2 0.6333 0.7333 0.2333 0.6667 0.4 0.5667 0.6333 0.5667 0.9333 0.6333
 7 0.1 1.0667 0.2667 0.2 0.4 1.1333 0.2667 0 1.2 0.4333 0.0667 0.7333 1 0.4 0.8667 0.4 0.6667 0.4667 0.4 1.1667 0.3667
 8 1.2333 0.9 1.2667 1.3667 0.8667 0.5 0.9333 1.2 0 1.2667 1.1667 0.8667 0.3 0.8333 0.8 1.2333 1.1 1.5667 1.4667 0.1 1.5667
 9 0.5667 0.8 0.7333 0.6 0.7333 1.4 0.5333 0.4333 1.2667 0 0.4667 0.5333 1.1667 0.4667 1.2333 0.8333 1.0667 0.8667 0.8 1.2 0.5
 10 0.1333 1.0333 0.3 0.2333 0.3333 1.1 0.2 0.0667 1.1667 0.4667 0 0.7 0.9333 0.3667 0.8333 0.3667 0.6333 0.5 0.4333 1.1 0.4333
 11 0.8333 0.3 1 0.9667 0.7333 1.1333 0.6333 0.7333 0.8667 0.5333 0.7 0 0.8667 0.4 1.1333 1.0333 1.1667 1.2333 1.1333 0.8 1
 12 1 1 1.0333 1.1333 0.6333 0.2667 0.7333 1 0.3 1.1667 0.9333 0.8667 0 0.7 0.4667 0.9667 0.8 1.3 1.2333 0.3667 1.3667
 13 0.5 0.7 0.6 0.6333 0.3667 0.9333 0.2333 0.4 0.8333 0.4667 0.3667 0.4 0.7 0 0.8 0.6667 0.7667 0.8667 0.8 0.8 0.7333
 14 0.8333 1.3333 0.7667 0.9333 0.5 0.4 0.6667 0.8667 0.8 1.2333 0.8333 1.1333 0.4667 0.8 0 0.6667 0.3667 1 0.9333 0.8333 1.2333
 15 0.2667 1.3333 0.1333 0.3 0.3667 1 0.4 0.4 1.2333 0.8333 0.3667 1.0333 0.9667 0.6667 0.6667 0 0.3333 0.3333 0.2667 1.2333 0.6
 16 0.5667 1.4333 0.4667 0.6333 0.4 0.7667 0.5667 0.6667 1.1 1.0667 0.6333 1.1667 0.8 0.7667 0.3667 0.3333 0 0.6333 0.6 1.1 0.9333
 17 0.3667 1.5333 0.2667 0.2667 0.6667 1.3667 0.6333 0.4667 1.5667 0.8667 0.5 1.2333 1.3 0.8667 1 0.3333 0.6333 0 0.0667 1.5333 0.4333
 18 0.3 1.4667 0.2 0.2 0.6 1.3 0.5667 0.4 1.4667 0.8 0.4333 1.1333 1.2333 0.8 0.9333 0.2667 0.6 0.0667 0 1.4667 0.4333
 19 1.2 0.8 1.2667 1.3333 0.8667 0.5667 0.9333 1.1667 0.1 1.2 1.1 0.8 0.3667 0.8 0.8333 1.2333 1.1 1.5333 1.4667 0 1.5333
 20 0.4 1.2667 0.4667 0.3 0.7667 1.5 0.6333 0.3667 1.5667 0.5 0.4333 1 1.3667 0.7333 1.2333 0.6 0.9333 0.4333 0.4333 1.5333 0
 [*,*,6]: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 :=
 0 0 1.4 0.2 0.16 0.44 1.36 0.36 0.12 1.48 0.68 0.16 1 1.2 0.6 1 0.32 0.68 0.44 0.36 1.44 0.48
 1 1.4 0 1.56 1.52 1.24 1.52 1.12 1.28 1.08 0.96 1.24 0.36 1.2 0.84 1.6 1.6 1.72 1.84 1.76 0.96 1.52
 2 0.2 1.56 0 0.2 0.48 1.32 0.48 0.32 1.52 0.88 0.36 1.2 1.24 0.72 0.92 0.16 0.56 0.32 0.24 1.52 0.56
 3 0.16 1.52 0.2 0 0.6 1.48 0.52 0.24 1.64 0.72 0.28 1.16 1.36 0.76 1.12 0.36 0.76 0.32 0.24 1.6 0.36
 4 0.44 1.24 0.48 0.6 0 0.88 0.2 0.48 1.04 0.88 0.4 0.88 0.76 0.44 0.6 0.44 0.48 0.8 0.72 1.04 0.92
 5 1.36 1.52 1.32 1.48 0.88 0 1.08 1.36 0.6 1.68 1.32 1.36 0.32 1.12 0.48 1.2 0.92 1.64 1.56 0.68 1.8
 6 0.36 1.12 0.48 0.52 0.2 1.08 0 0.32 1.12 0.64 0.24 0.76 0.88 0.28 0.8 0.48 0.68 0.76 0.68 1.12 0.76
 7 0.12 1.28 0.32 0.24 0.48 1.36 0.32 0 1.44 0.52 0.08 0.88 1.2 0.48 1.04 0.48 0.8 0.56 0.48 1.4 0.44
 8 1.48 1.08 1.52 1.64 1.04 0.6 1.12 1.44 0 1.52 1.4 1.04 0.36 1 0.96 1.48 1.32 1.88 1.76 0.12 1.88
 9 0.68 0.96 0.88 0.72 0.88 1.68 0.64 0.52 1.52 0 0.56 0.64 1.4 0.56 1.48 1 1.28 1.04 0.96 1.44 0.6
 10 0.16 1.24 0.36 0.28 0.4 1.32 0.24 0.08 1.4 0.56 0 0.84 1.12 0.44 1 0.44 0.76 0.6 0.52 1.32 0.52
 11 1 0.36 1.2 1.16 0.88 1.36 0.76 0.88 1.04 0.64 0.84 0 1.04 0.48 1.36 1.24 1.4 1.48 1.36 0.96 1.2
 12 1.2 1.2 1.24 1.36 0.76 0.32 0.88 1.2 0.36 1.4 1.12 1.04 0 0.84 0.56 1.16 0.96 1.56 1.48 0.44 1.64
 13 0.6 0.84 0.72 0.76 0.44 1.12 0.28 0.48 1 0.56 0.44 0.48 0.84 0 0.96 0.8 0.92 1.04 0.96 0.96 0.88
 14 1 1.6 0.92 1.12 0.6 0.48 0.8 1.04 0.96 1.48 1 1.36 0.56 0.96 0 0.8 0.44 1.2 1.12 1 1.48
 15 0.32 1.6 0.16 0.36 0.44 1.2 0.48 0.48 1.48 1 0.44 1.24 1.16 0.8 0.8 0 0.4 0.4 0.32 1.48 0.72
 16 0.68 1.72 0.56 0.76 0.48 0.92 0.68 0.8 1.32 1.28 0.76 1.4 0.96 0.92 0.44 0.4 0 0.76 0.72 1.32 1.12
 17 0.44 1.84 0.32 0.32 0.8 1.64 0.76 0.56 1.88 1.04 0.6 1.48 1.56 1.04 1.2 0.4 0.76 0 0.08 1.84 0.52
 18 0.36 1.76 0.24 0.24 0.72 1.56 0.68 0.48 1.76 0.96 0.52 1.36 1.48 0.96 1.12 0.32 0.72 0.08 0 1.76 0.52
 19 1.44 0.96 1.52 1.6 1.04 0.68 1.12 1.4 0.12 1.44 1.32 0.96 0.44 0.96 1 1.48 1.32 1.84 1.76 0 1.84
 20 0.48 1.52 0.56 0.36 0.92 1.8 0.76 0.44 1.88 0.6 0.52 1.2 1.64 0.88 1.48 0.72 1.12 0.52 0.52 1.84 0
 [*,*,7]: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 :=
 0 0 1 0.1429 0.1143 0.3143 0.9714 0.2571 0.0857 1.0571 0.4857 0.1143 0.7143 0.8571 0.4286 0.7143 0.2286 0.4857 0.3143 0.2571 1.0286 0.3429
 1 1 0 1.1143 1.0857 0.8857 1.0857 0.8 0.9143 0.7714 0.6857 0.8857 0.2571 0.8571 0.6 1.1429 1.1429 1.2286 1.3143 1.2571 0.6857 1.0857
 2 0.1429 1.1143 0 0.1429 0.3429 0.9429 0.3429 0.2286 1.0857 0.6286 0.2571 0.8571 0.8857 0.5143 0.6571 0.1143 0.4 0.2286 0.1714 1.0857 0.4
