 0 0 1.4333 1.4667 0.8667 1.0667 0.7333 1.4 1.4 0.8 0.2667 0.9667 0.5333 0.6667 1 0.5667
 1 1.4333 0 0.7333 0.6333 0.7 0.6667 0.2 0.7 0.8 1.3667 1.5667 1.4667 0.8333 1.2667 0.9
 2 1.4667 0.7333 0 1 0.3667 0.8667 0.9 0.0667 0.6667 1.2667 1.1333 1.2333 0.8333 0.8 1.1333
 3 0.8667 0.6333 1 0 0.7333 0.2333 0.5667 0.9333 0.5667 0.8667 1.3 1.0667 0.4667 1.1 0.3
 4 1.0667 0.7 0.3667 0.7333 0 0.5333 0.8333 0.3 0.3 0.9 0.8667 0.9 0.4333 0.5667 0.8
 5 0.7333 0.6667 0.8667 0.2333 0.5333 0 0.6667 0.8 0.3667 0.7 1.1 0.8667 0.2667 0.9 0.2667
 6 1.4 0.2 0.9 0.5667 0.8333 0.6667 0 0.8667 0.8667 1.3667 1.6667 1.5 0.8667 1.3667 0.8667
 7 1.4 0.7 0.0667 0.9333 0.3 0.8 0.8667 0 0.6 1.2 1.1 1.2 0.7333 0.7667 1.0667
 8 0.8 0.8 0.6667 0.5667 0.3 0.3667 0.8667 0.6 0 0.6333 0.8 0.6667 0.1667 0.5333 0.5667
 9 0.2667 1.3667 1.2667 0.8667 0.9 0.7 1.3667 1.2 0.6333 0 0.7 0.3 0.5333 0.7333 0.6
 10 0.9667 1.5667 1.1333 1.3 0.8667 1.1 1.6667 1.1 0.8 0.7 0 0.4333 0.8333 0.3333 1.1667
 11 0.5333 1.4667 1.2333 1.0667 0.9 0.8667 1.5 1.2 0.6667 0.3 0.4333 0 0.6333 0.5667 0.8333
 12 0.6667 0.8333 0.8333 0.4667 0.4333 0.2667 0.8667 0.7333 0.1667 0.5333 0.8333 0.6333 0 0.6333 0.4
 13 1 1.2667 0.8 1.1 0.5667 0.9 1.3667 0.7667 0.5333 0.7333 0.3333 0.5667 0.6333 0 1.0333
 14 0.5667 0.9 1.1333 0.3 0.8 0.2667 0.8667 1.0667 0.5667 0.6 1.1667 0.8333 0.4 1.0333 0
 [*,*,6]: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 :=
 0 0 1.72 1.76 1.04 1.28 0.88 1.68 1.68 0.96 0.32 1.16 0.64 0.8 1.2 0.68
 1 1.72 0 0.88 0.76 0.84 0.8 0.24 0.84 0.96 1.64 1.88 1.76 1 1.52 1.08
 2 1.76 0.88 0 1.2 0.44 1.04 1.08 0.08 0.8 1.52 1.36 1.48 1 0.96 1.36
 3 1.04 0.76 1.2 0 0.88 0.28 0.68 1.12 0.68 1.04 1.56 1.28 0.56 1.32 0.36
 4 1.28 0.84 0.44 0.88 0 0.64 1 0.36 0.36 1.08 1.04 1.08 0.52 0.68 0.96
 5 0.88 0.8 1.04 0.28 0.64 0 0.8 0.96 0.44 0.84 1.32 1.04 0.32 1.08 0.32
 6 1.68 0.24 1.08 0.68 1 0.8 0 1.04 1.04 1.64 2 1.8 1.04 1.64 1.04
 7 1.68 0.84 0.08 1.12 0.36 0.96 1.04 0 0.72 1.44 1.32 1.44 0.88 0.92 1.28
 8 0.96 0.96 0.8 0.68 0.36 0.44 1.04 0.72 0 0.76 0.96 0.8 0.2 0.64 0.68
 9 0.32 1.64 1.52 1.04 1.08 0.84 1.64 1.44 0.76 0 0.84 0.36 0.64 0.88 0.72
 10 1.16 1.88 1.36 1.56 1.04 1.32 2 1.32 0.96 0.84 0 0.52 1 0.4 1.4
 11 0.64 1.76 1.48 1.28 1.08 1.04 1.8 1.44 0.8 0.36 0.52 0 0.76 0.68 1
 12 0.8 1 1 0.56 0.52 0.32 1.04 0.88 0.2 0.64 1 0.76 0 0.76 0.48
 13 1.2 1.52 0.96 1.32 0.68 1.08 1.64 0.92 0.64 0.88 0.4 0.68 0.76 0 1.24
 14 0.68 1.08 1.36 0.36 0.96 0.32 1.04 1.28 0.68 0.72 1.4 1 0.48 1.24 0
 ;

param nmuelles := 2;
param durH := 0.166;
param Lc := 3;
param tcarga := 0.5;
param M := 9999;
param pw := 10000;
